longitude,latitude,code,name,type,phone,dates_open,comments,num_sites,elevation,amenities,state,nearest_town_distance,nearest_town_bearing,city,location
-92.295,35.571,FARB,Fairfield Bay RV Campground,CP,501.884.6029,,,,,WE DW SH,AR,1.9,SW,Fairfield Bay,POINT(-92.295 35.571)
-93.094,35.738,FAIR,Fairview,NF,870.446.5122/479.964.7200,,,11,2172,NH ND NS NR,AR,19.4,S,Jasper,POINT(-93.094 35.738)
-94.306,35.312,FORT,Fort Chaffee RV Military,MIL,479.484.2252,,military only - do not use our lat/lon - contact them for directions and info,,,RS,AR,7.3,SE,Fort Smith,POINT(-94.306 35.312)
-94.006,33.471,FOUR,Four States Fairgrounds RV,CP,870.773.2941,,,,,WE DP,AR,2.7,NE,Texarkana,POINT(-94.006 33.471)
-93.66,34.627,FULT,Fulton Branch,NF,870.356.4186/501.321.5202,,,5,,NH ND VT NW NS NR N$,AR,5.1,N,Mt. Ida,POINT(-93.66 34.627)
-92.221,36.421,GAMA,Gamaliel - Norfolk Lake,COE,870.467.5680,early apr-late sep,,,,E DP DW SH RS,AR,2.5,S,Gamaliel,POINT(-92.221 36.421)
-92.267,36.288,GEOR,Georges Cove,,,,,,,NH DP,AR,7.2,SE,Mountain Home,POINT(-92.267 36.288)
-92.125,33.06,GRAN,Grand Marais County Park,CP,870.943.2930,,,,,E DP DW SH,AR,1.8,E,Felsenthal,POINT(-92.125 33.06)
-93.036,34.525,GULP,Gulpha Gorge - Hot Springs National Park,NP,501.620.6715,all year,,44,,WES DP FT DW NS NR L$,AR,1.8,NE,Hot Springs,POINT(-93.036 34.525)
-92.212,35.994,GUNN,Gunner Pool,NF,870.269.3228/479.964.7200,,,40,,NH ND NS NR,AR,2.6,NE,Fifty Six,POINT(-92.212 35.994)
-91.483,36.314,HARD,Hardy Camper Park,CP,870-856-2356,,,,,WES DP DW SH,AR,0.1,S,Hardy,POINT(-91.483 36.314)
-93.255,35.677,HAW,Haw Creek Falls,NF,870.269.3228/479.964.7200,,,9,,NH ND NS NR,AR,9.4,W,Pelsor,POINT(-93.255 35.677)
-92.076,35.501,HEBE,Heber Springs - Greers Ferry Lake,COE,501.250.0485,early apr-late oct,,,,E DP DW SH RS,AR,2.6,W,Heber Springs,POINT(-92.076 35.501)
-92.233,36.372,HEND,Henderson - Norfolk Lake,COE,870.488.5282,,,,,E DP NS RS,AR,8.7,E,Mountain Home,POINT(-92.233 36.372)
-93.77,33.498,HERV,Hervey Access Camping,CP,870.774.1501,,,,,NH ND NS N$,AR,0.4,E,Hervey,POINT(-93.77 33.498)
-94.031,36.241,HICK,Hickory Creek - Beaver Lake,COE,479.750.2943,all year,,61,,WES DP FT DW SH RS PA,AR,6.6,NE,Springdale,POINT(-94.031 36.241)
-92.774,36.491,HIGH,Highway 125 - Bull Shoals Lake,COE,870.436.5711,early apr-late oct,,,,E DP DW SH RS,AR,18.9,N,Yellville,POINT(-92.774 36.491)
-93.541,34.626,HI27,Highway 27 - Lake Ouachita,COE,,,,,,E DP NR,AR,4.9,S,Story,POINT(-93.541 34.626)
-92.15,35.61,HILL,Hill Creek - Greers Ferry Lake,COE,870.948.2419,early apr-mid sep,,,,E DP DW SH RS,AR,2.7,NE,Greers Ferry,POINT(-92.15 35.61)
-93.641,35.568,HORS,Horsehead Lake,NF,479.754.2864/479.964.7200,,,80,,NH ND DW SH NR L$,AR,11.8,NW,Clarksville,POINT(-93.641 35.568)
-94.024,36.287,HORB,Horseshoe Bend - Beaver Lake,COE,479.925.2561,all year,,188,,E DP 100ft DW SH RS PA,AR,6.1,SE,Rogers,POINT(-94.024 36.287)
-94.094,34.14,HORS,Horseshoe Bend - Dierks Lake,COE,870.286.2346,all year,swim,11,,WE DP FT DW NS NR L$,AR,12.7,N,Lockesburg,POINT(-94.094 34.14)
-93.891,36.422,INDI,Indian Creek - Beaver Lake,COE,479.636.1210,,,33,,E DP DW SH NR,AR,5.3,SE,Gateway,POINT(-93.891 36.422)
-93.126,34.227,IRON,Iron Mountain - De Gray Lake,COE,870.246.5501,all year,,69,,E DP FT DW SH RS PA L$,AR,8.4,NW,Arkadelphia,POINT(-93.126 34.227)
-93.073,34.761,IROS,Iron Springs,NF,501.984.5313/501.321.5202,,,15,,NH ND NS NR,AR,4.2,N,Jessieville,POINT(-93.073 34.761)
-93.373,34.686,IRON,Irons Fork - Lake Ouachita,COE,,,,12,,NH ND FT DW NS NR N$,AR,8.2,E,Story,POINT(-93.373 34.686)
-93.845,35.035,JACK,Jack Creek,NF,479.637.4174/501.321.5202,mid may-mid nov,,5,,NH ND VT NW NS NR N$,AR,8.5,SE,Booneville,POINT(-93.845 35.035)
-91.316,35.637,JACS,Jacksonport State Park,SP,870.523.2143,all year,,,,E DP DW SH RS,AR,3,NW,Newport,POINT(-91.316 35.637)
-94.102,34.155,JEFF,Jefferson Ridge - Dierks Lake,COE,870.286.2346,early apr-late oct,,,,E DP FT DW SH RS,AR,5.5,NW,Dierks,POINT(-94.102 34.155)
-91.994,35.511,JOHN,John F Kennedy - Greers Ferry Lake,COE,501.250.0481,early mar-late nov,,,,E DP DW SH RS,AR,2.5,NE,Heber Springs,POINT(-91.994 35.511)
-93.443,34.582,JOPL,Joplin - Lake Ouachita,COE,501.767.2108,early may-late sep,not recommnded for large RVs,64,,E DP FT DW SH RS PA L$,AR,11,E,Mount Ida,POINT(-93.443 34.582)
-92.194,36.269,JORD,Jordan - Norfolk Lake,COE,870.499.7223,,,,,E DP NS RS N$,AR,4.3,E,Salesville,POINT(-92.194 36.269)
-93.696,34.233,KIRB,Kirby Landing - Lake Greeson,COE,870.285.2151,all year,,,,WES DP DW SH RS PA,AR,3.3,W,Kirby,POINT(-93.696 34.233)
-93.863,35.016,KNOP,Knoppers Ford,NF,479.637.4174/501.321.5202,all year,2013 - closed indef - flooding,6,,NH ND VT NW NS NR L$,AR,9.2,S,Booneville,POINT(-93.863 35.016)
-92.919,34.437,LKCS,Lake Catherine State Park,SP,501.844.4176,all year,,,,E DP 60ft DW SH RS,AR,9,SE,Hot Springs,POINT(-92.919 34.437)
-91.153,36.068,LKCP,Lake Charles State Park,SP,870.878.6595,all year,,,,E DP DW SH RS,AR,2.2,SW,Powhatan,POINT(-91.153 36.068)
-91.197,33.37,LKCH,Lake Chicot State Park,SP,870.265.5480,all year,,,,E DP DW SH RS,AR,5.7,NE,Lake Village,POINT(-91.197 33.37)
-93.213,35.249,LKDC,Lake Dardanelle State Park,SP,479.967.5516,all year,,,,E DP DW SH RS,AR,4.9,SW,Russellville,POINT(-93.213 35.249)
-90.716,35.972,LKFS,Lake Frierson State Park,SP,501.767.9366,all year,,,,E DW SH RS L$,AR,9,N,Jonesboro,POINT(-90.716 35.972)
-94.159,35.649,LKFT,Lake Ft. Smith State Park,SP,479.369.2469,all year,,,,E DP DW SH RS,AR,1.1,NE,Mountainburg,POINT(-94.159 35.649)
-93.76,36.435,LKLE,Lake Leatherwood City Park,CP,479.253.7921,,,,,WES,AR,2.6,NW,Eureka Springs,POINT(-93.76 36.435)
-93.168,34.61,LKOU,Lake Ouachita State Park,SP,501.767.9366,all year,,,,E DP DW SH RS L$,AR,2.6,N,Mountain Pine,POINT(-93.168 34.61)
-90.688,35.534,LKPS,Lake Poinsett State Park,SP,870.578.2064,all year,,,,E DP DW SH RS L$,AR,2.7,SE,Harrisburg,POINT(-90.688 35.534)
-92.82,34.868,LKSY,Lake Sylvia,NF,501.984.5313/501.321.5202,mid apr-mid oct,,27,,E DP DW NS NR,AR,9.5,S,Perryville,POINT(-92.82 34.868)
-94.37,36.092,LKWR,Lake Wedington Rec. Area,NF,479.667.2191/479.964.7200,all year,,152,,E DP DW SH RS L$,AR,12,W,Fayettville,POINT(-94.37 36.092)
-92.549,36.373,LKVU,Lakeview - Bull Shoals Lake,COE,870.431.8116,all year,,,,E DP DW SH RS PA,AR,9.7,W,Mountain Home,POINT(-92.549 36.373)
-93.707,34.187,LAUR,Laurel Creek - Lake Greeson,COE,,,,,,NH ND VT NS,AR,5.8,SW,Kirby,POINT(-93.707 34.187)
-92.922,36.473,LEAD,Lead Hill - Bull Shoals Lake,COE,870.422.7555,early apr-late oct,,,,E DP DW SH RS,AR,3.7,N,Lead Hill,POINT(-92.922 36.473)
-94.379,35.447,LEEC,Lee Creek Public Use Area,CP,,,,,,NH,AR,1.9,W,Van Buren,POINT(-94.379 35.447)
-93.229,34.667,LENA,Lena Landing - Lake Ouachita,COE,501.767.2101,,,10,,NH DP FT DW NS NR L$,AR,15,NW,Hot Springs,POINT(-93.229 34.667)
-94.248,34.232,LITC,Little Coon Creek - Gillham Lake,COE,870.584.4161,,,10,,WE ND FT DW SH NR L$,AR,7.1,SE,Wickes,POINT(-94.248 34.232)
-93.473,34.63,LITF,Little Fir - Lake Ouachita,COE,501.767.2101,,,29,,E DP FT DW NR L$,AR,10.5,NE,Mount Ida,POINT(-93.473 34.63)
-94.269,34.87,LITP,Little Pines,NF,479.637.4174/501.321.5202,,,9,,WE DP DW SH NR,AR,10.3,W,Waldron,POINT(-94.269 34.87)
-92.163,34.899,LITR,Little Rock AFB Military,MIL,501.987.3365,,military only - do not use our lat/lon - contact them for directions and info,,,E DP FT DW SH RS,AR,,,,POINT(-92.163 34.899)
-93.182,33.349,LOGO,Logoly State Park,SP,870.695.3561,all year,,,,NH DW SH RS L$,AR,1.6,E,McNeil,POINT(-93.182 33.349)
-90.696,34.715,LONE,Lone Pine,NF,870.295.5278/479.964.7200,,,14,,NH NR,AR,5.4,SE,Marianna,POINT(-90.696 34.715)
-93.159,35.549,LONG,Long Pool,NF,870.269.3228/479.964.7200,,,77,,E DP DW SH NR,AR,10.5,N,Dover,POINT(-93.159 35.549)
-93.896,36.41,LOSN,Lost Bridge North - Beaver Lake,COE,479.359.3312,early apr-late sep,,48,,E DP FT DW SH RS PA,AR,13.5,NE,Rogers,POINT(-93.896 36.41)
-93.903,36.397,LOSS,Lost Bridge South - Beaver Lake,COE,479.359.3755,early may-late sep,,36,,WE DP FT DW SH RS PA,AR,12.8,E,Rogers,POINT(-93.903 36.397)
-93.388,36.002,LOSV,Lost Valley - Buffalo National River,NP,870.439.2502,,,,,NH ND NS RS L$,AR,2,SW,Ponca,POINT(-93.388 36.002)
-93.807,35.155,MAGA,Magazine Municipal RV Park,CP,479.969.8555,,,8,,,AR,0.3,N,Magazine,POINT(-93.807 35.155)
-90.688,34.705,MAPL,Maple Flat,NF,870.295.5278/479.964.7200,,,12,,NH ND NS NR,AR,1.3,SW,Jeffersonville,POINT(-90.688 34.705)
-92.438,34.831,MAUM,Maumelle,COE,501.868.9477,all year,,,,WES DP DW SH RS PA,AR,10.2,NW,Little Rock,POINT(-92.438 34.831)
-91.266,34.032,MERR,Merrisach Lake Park - Merrisach Lake,COE,870.548.2291,all year,,,,WE DP DW SH RS L$,AR,16.3,NE,Dumas,POINT(-91.266 34.032)
-92.218,35.582,MILC,Mill Creek - Greers Ferry Lake,COE,501.362.2416,,,39,,E ND VT DW NS NR L$,AR,13.4,NE,Bee Branch,POINT(-92.218 35.582)
-93.996,34.731,MILF,Mill Creek Family Camp,CP,501.362.2416,,,,,E DP SH,AR,4.4,E,Y City,POINT(-93.996 34.731)
-94,33.681,MILS,Millwood State Park,SP,870.898.2800,all year,,,,E DP 60ft DW SH RS L$,AR,7.6,E,Ashdown,POINT(-94 33.681)
-92.347,33.301,MORO,Moro Bay State Park,SP,870.463.8555,all year,,,,E DP DW SH RS,AR,9,S,Jersey,POINT(-92.347 33.301)
-93.619,35.174,MOUM,Mount Magazine State Park,SP,479.963.8502,all year,,,2428,E DP SH RS,AR,6.6,NW,Havana,POINT(-93.619 35.174)
-93.247,35.219,MOUN,Mount Nebo State Park,SP,479.229.3655,all year,,,,E DW SH RS L$,AR,5,W,Dardanelle,POINT(-93.247 35.219)
-92.198,35.563,NARR,Narrows - Greers Ferry Lake,COE,501.825.7602,early apr-late oct,,,,E DP DW SH RS,AR,1.5,SW,Greers Ferry,POINT(-92.198 35.563)
-93.863,33.949,NASH,Nashville City Park,CP,870.845.7405,,,,,WE DP 60ft DW SH PA L$,AR,1,W,Nashville,POINT(-93.863 33.949)
-91.31,33.988,NOTR,Notrebes Bend,COE,870.548.2291,early mar-late oct,,,,E DP DW SH RS,AR,9.7,SE,Gillett,POINT(-91.31 33.988)
-94.388,34.1,OAK,Oak Grove,COE,870.584.4161,early mar-late nov,,,,E DP DW SH RS L$,AR,5.1,NW,DeQueen,POINT(-94.388 34.1)
-92.628,36.444,OAKL,Oakland - Bull Shoals Lake,COE,870.431.5744,early apr-late oct,,,,E DP DW SH RS,AR,15.6,NW,Mountain Home,POINT(-92.628 36.444)
-91.057,36.156,OLDD,Old Davidsonville State Park,SP,870.892.4708,all year,,,,E RS,AR,8.7,SW,Pocahontas,POINT(-91.057 36.156)
-92.018,35.538,OL25,Old Highway 25 - Greers Ferry Lake,COE,501.250.0483,mid may-mid sep,,125,,E DP FT DW SH RS,AR,3.3,N,Heber Springs,POINT(-92.018 35.538)
-92.462,33.3,OLDL,Old Lock and Dam 8,COE,,,,5,,NH ND FT NR,AR,13.4,NE,El Dorado,POINT(-92.462 33.3)
-93.157,35.247,OLDP,Old Post Road - Lake Dardanelle,COE,479.968.7962,early mar-late oct,,,,E DP SH RS,AR,1.7,N,Dardanelle,POINT(-93.157 35.247)
-93.653,35.101,OUTL,Outlet Area - Blue Mountain Lake,COE,479.947.2101,early may-late oct,,30,,WE DP FT DW SH RS,AR,2.1,SW,Waveland,POINT(-93.653 35.101)
-93.205,34.239,OZAN,Ozan Point - De Gray Lake,COE,870.246.5501,,,50,,NH ND FT NS NR,AR,5.7,S,Bismarck,POINT(-93.205 34.239)
-93.16,36.063,OZAR,Ozark - Buffalo National River,NP,870.439.2502,,,,,NH ND NS NR L$,AR,4.1,N,Jasper,POINT(-93.16 36.063)
-92.647,36.438,OZAI,Ozark Isle - Bull Shoals Lake,COE,870.431.5744,,,,,E NR,AR,4.5,W,Oakland,POINT(-92.647 36.438)
-93.448,35.671,OZON,Ozone,NF,479.754.2864/479.964.7200,,,28,1844,NH ND NS NR,AR,13.8,N,Clarksville,POINT(-93.448 35.671)
-92.259,36.377,PANT,Panther Bay - Norfolk Lake,COE,870.492.4544,,,,,E DP NS NR,AR,7.4,NE,Mountain Home,POINT(-92.259 36.377)
-94.006,33.783,PARA,Paraloma Landing - Millwood Lake,COE,870.898.3343,,,34,,WE DP VT NS NR L$,AR,8.3,SW,Mineral Springs,POINT(-94.006 33.783)
-93.735,34.157,PARK,Parker Creek - Lake Greeson,COE,870.285.2151,early may-late nov,,,,WES DP DW SH RS PA L$,AR,7,N,Murfreesboro,POINT(-93.735 34.157)
-91.359,33.99,PEND,Pendleton Bend,COE,870.548.2291,all year,,,,E DP DW SH RS,AR,10.4,NE,Dumas,POINT(-91.359 33.99)
-92.951,35.115,PETI,Petit Jean State Park,SP,501.727.5441,all year,,,,E DP DW SH RS,AR,11.9,W,Morrilton,POINT(-92.951 35.115)
-93.729,34.169,PIKE,Pikeville - Lake Greeson,COE,,,,12,,NH ND VT NS,AR,7.7,N,Murfreesboro,POINT(-93.729 34.169)
-92.099,34.295,LINB,Pine Bluff Aresenal Military,MIL,870.540.3778,,military only - do not use our lat/lon - contact them for directions and info,,,RS,AR,1.5,N,White Hall,POINT(-92.099 34.295)
-94.4,34.103,PINR,Pine Ridge,COE,870.642.6111,early mar-late nov,,,,E DP DW SH RS L$,AR,5.6,NW,DeQueen,POINT(-94.4 34.103)
-93.317,35.398,PINB,Piney Bay - Lake Dardanelle,COE,479.885.3029,early mar-late oct,,,,E DP DW SH RS,AR,13.3,NW,Russelville,POINT(-93.317 35.398)
-90.971,36.254,POCA,Pocahontas City Park,CP,870.892.8896,,,,,E DP,AR,0.5,S,Pocahontas,POINT(-90.971 36.254)
-93.29,34.282,POIN,Point Cedar - De Gray Lake,COE,870.246.5501,,,62,,NH ND FT NS NR,AR,7.2,W,Bismarck,POINT(-93.29 34.282)
-92.772,35.145,POIR,Point Remove Park,COE,,,unknown facil,16,,NH ND NS NR N$,AR,1.6,W,Morrilton,POINT(-92.772 35.145)
-92.565,36.39,POIN,Point Return City Park,CP,870.445.4775,,,22,,DP FT DW L$,AR,1,NE,Bull Shoals,POINT(-92.565 36.39)
-94.053,36.355,PRAI,Prairie Creek - Beaver Lake,COE,479.925.3957,all year,,112,,WES DP FT DW SH RS PA,AR,4,NE,Rogers,POINT(-94.053 36.355)
-93.165,34.957,QUAC,Quarry Cove,COE,501.272.4233,,,,,E DP DW SH NR,AR,7.8,E,Plainview,POINT(-93.165 34.957)
-92.242,36.255,QUAR,Quarry Cove - Norfolk Lake,COE,479.272.4233,all year,,,,E DP DW SH RS PA,AR,,,,POINT(-92.242 36.255)
-94.372,34.686,QUEE,Queen Wilhelmina State Park,SP,479.394.2863,all year,,,2488,E RS,AR,10.2,NW,Mena,POINT(-94.372 34.686)
-93.338,34.617,RABB,Rabbit Tail - Lake Ouachita,COE,,,unknown facil,,,NH ND NS NR N$,AR,2,S,Avant,POINT(-93.338 34.617)
-90.285,36.257,RECT,Rector City Park,CP,,all year,,,,WES DP L$,AR,0.6,SE,Rector,POINT(-90.285 36.257)
-93.786,35.682,REDD,Redding,NF,479.754.2864/479.964.7200,,,25,,NH ND DW SH NR L$,AR,13.7,N,Ozark,POINT(-93.786 35.682)
-92.934,35.797,RICH,Richland Creek,NF,870.446.5122/479.964.7200,,,13,,NH ND NS NR,AR,10.5,NE,Pelsor,POINT(-92.934 35.797)
-91.737,34.165,RISI,Rising Star,COE,870.534.0451,early mar-late oct,,,,E DP 90ft DW SH RS,AR,6.2,N,Grady,POINT(-91.737 34.165)
-93.625,34.64,RIVB,River Bluff,NF,870.356.4186/501.321.5202,,,5,,NH ND VT NW NS NR N$,AR,5.8,N,Mount Ida,POINT(-93.625 34.64)
-94.071,35.444,RIRD,River Ridge - Ozark Lake,COE,479.968.5008,early apr-late sep,,18,,NH ND PT DW NS NR N$,AR,7.1,W,Cecil,POINT(-94.071 35.444)
-93.158,34.951,RIVR,River Road,COE,479.272.4835,all year,,,,E DP DW SH RS PA,AR,6.7,SE,Ola,POINT(-93.158 34.951)
-93.963,33.692,RIVE,River Run East - Millwood Lake,COE,870.898.3343,,,8,,NH ND VT NS NR,AR,9.8,E,Ashdown,POINT(-93.963 33.692)
-93.967,33.691,RIVW,River Run West - Millwood Lake,COE,870.898.3343,,,4,,NH ND VT NS NR,AR,9.5,E,Ashdown,POINT(-93.967 33.691)
-91.314,34.693,RIVE,Riverfront RV Park,CP,870.747.5414,,,,,WES DP,AR,0,S,Clarendon,POINT(-91.314 34.693)
-93.173,35.247,RIVE,Riverview - Lake Dardanelle,COE,,,RV camping,,,E PT NR,AR,1.9,NW,Dardanelle,POINT(-93.173 35.247)
-92.241,36.354,ROBI,Robinson Point - Norfolk Lake,COE,870.492.6853,early apr-late oct,,,,E DP DW SH RS,AR,7.9,E,Mountain Home,POINT(-92.241 36.354)
-93.759,34.209,ROCK,Rock Creek - Lake Greeson,COE,870.285.2151,,,,,NH ND NS NR N$,AR,7.3,SW,Kirby,POINT(-93.759 34.209)
-93.934,36.342,ROCB,Rocky Branch - Beaver Lake,COE,501.925.2526,,,,,E DP DW SH NR,AR,10.3,E,Rogers,POINT(-93.934 36.342)
-93.697,34.612,ROCS,Rocky Shoals,NF,870.356.4186/501.321.5202,,,5,,NH ND VT NW NS NR N$,AR,5.2,NW,Mount Ida,POINT(-93.697 34.612)
-92.548,36.125,RUSH,Rush Landing - Buffalo National River,NP,870.439.2502,,,,,NH ND NS NR L$,AR,10.4,SE,Yellville,POINT(-92.548 36.125)
-94.236,34.322,SANB,Sand Bar Bridge - Cossatot River State Park,SP,870.385.2201,all year,,7,,NH,AR,11,W,Umpire,POINT(-94.236 34.322)
-91.985,34.256,SARC,Saracen Trace RV Park,CP,870.534.0711,,,52,,WE DP,AR,2.2,NE,Pine Bluff,POINT(-91.985 34.256)
-93.92,33.739,SARA,Saratoga Landing - Millwood Lake,COE,870.898.3343,,,17,,NH ND VT NS NR,AR,1.3,SW,Saratoga,POINT(-93.92 33.739)
-93.759,34.236,SELF,Self Creek - Lake Greeson,COE,870.285.2151,,,,,E DP DW SH NR L$,AR,0.9,W,Daisy,POINT(-93.759 34.236)
-92.785,35.124,SEQU,Sequoya Park,,,,,,,E DP DW SH,AR,3,SW,Morrilton,POINT(-92.785 35.124)
-94.024,34.37,SHAD,Shady Lake,NF,479.394.5595/501.321.5202,mid mar-mid nov,,66,,E DP DW SH NR L$,AR,4.7,NW,Athens,POINT(-94.024 34.37)
-92.151,35.54,SHIL,Shiloh - Greers Ferry Lake,COE,501.825.8619,early apr-late oct,,116,,E DP FTVT DW SH RS,AR,3,SE,Greers Ferry,POINT(-92.151 35.54)
-93.831,34.608,SHIR,Shirley Creek,NF,479.394.5595/501.321.5202,all year,,6,,NH ND VT NW NS NR N$,AR,3.2,W,Oden,POINT(-93.831 34.608)
-93.43,35.309,SHOA,Shoal Bay - Lake Dardanelle,COE,479.938.7335,early mar-late oct,,,,E DP DW SH RS,AR,16.4,W,Dardanelle,POINT(-93.43 35.309)
-93.96,35.641,SHOR,Shores Lake,NF,479.667.2191/479.964.7200,,,106,,E ND DW SH NR,AR,11,NE,Mulberry,POINT(-93.96 35.641)
-93.27,34.287,SHOU,Shouse Ford - De Gray Lake,COE,870.246.5501,all year,,99,,E DP FT DW SH RS PA L$,AR,6,W,Bismarck,POINT(-93.27 34.287)
-93.687,34.874,SOUT,South Fourche,NF,501.984.5313/501.321.5202,,,15,,NR,AR,5.3,SW,Bluffton,POINT(-93.687 34.874)
-93.479,35.424,SPAD,Spadra - Lake Dardanelle,COE,501.754.6438,,,,,E DP DW SH NR L$,AR,3.3,S,Clarksville,POINT(-93.479 35.424)
-94.298,35.343,SPRH,Spring Hill,COE,479.452.4598,early mar-late oct,,,,WES DP DW SH RS L$,AR,7.1,SE,Van Buren,POINT(-94.298 35.343)
-93.425,35.15,SPRL,Spring Lake,NF,479.963.3076/479.964.7200,,,53,,NH NR,AR,4.2,N,Belleville,POINT(-93.425 35.15)
-93.825,34.239,STAR,Star of the West,,,,,,,NH ND NS,AR,10.5,W,Kirby,POINT(-93.825 34.239)
-93.878,36.392,STAK,Starkey - Beaver Lake,COE,479.636.1210,,,23,,E DP FT DW SH NR,AR,7.8,W,Eureka Springs,POINT(-93.878 36.392)
-93.336,36.039,STEE,Steel Creek - Buffalo National River,NP,870.439.2502,,,,,NH ND NS NR L$,AR,1.9,NE,Ponca,POINT(-93.336 36.039)
-93.192,34.568,STEP,Stephens - Lake Ouachita,COE,501.767.2101,,,9,,E DP NR L$,AR,9,NW,Hot Springs,POINT(-93.192 34.568)
-90.613,34.6,STOR,Storm Creek Lake,NF,870.295.5278/479.964.7200,,,76,,NH ND NS NR,AR,3.8,NE,West Helena,POINT(-90.613 34.6)
-92.272,35.543,SUGA,Sugar Loaf - Greers Ferry Lake,COE,501.654.2267,early apr-late oct,,95,,E DP FTVT DW SH RS,AR,9.5,E,Choctaw,POINT(-92.272 35.543)
-93.012,35.169,SWEE,Sweeden Island - Lake Dardanelle,COE,501.968.5008,,,,,E DP NS NR L$,AR,6.8,SW,Atkins,POINT(-93.012 35.169)
-92.114,34.462,TAR,Tar Camp,COE,501.397.5101,early mar-late oct,,,,WE DP 95ft DW SH RS,AR,4.1,E,Redfield,POINT(-92.114 34.462)
-92.544,35.078,TOAD,Toad Suck Ferry,COE,501.759.2005,early mar-late oct,,,,WE DP 75ft DW SH RS,AR,5.8,W,Conway,POINT(-92.544 35.078)
-93.47,34.569,TOMP,Tompkins Bend - Lake Ouachita,COE,501.767.2108,early may-late sep,,77,,WE DP FT DW SH RS PA L$,AR,9.4,E,Mount Ida,POINT(-93.47 34.569)
-91.836,34.212,TRUL,Trulock - Arkansas River,COE,870.534.0451,,,15,,NH NR N$,AR,9.6,E,Pine Bluff,POINT(-91.836 34.212)
-93.008,36.475,TUCK,Tucker Hollow - Bull Shoals Lake,COE,870.436.5622,early apr-late oct,,,,E DP DW SH RS,AR,6.5,NW,Lead Hill,POINT(-93.008 36.475)
-93.511,34.55,TWIN,Twin Creek - Lake Ouachita,COE,501.767.2101,,,15,,NH DP FT NS NR L$,AR,7,E,Mount Ida,POINT(-93.511 34.55)
-92.761,35.987,TYLE,Tyler Bend - Buffalo National River,NP,870.439.2502,mid mar-mid nov,,,,NH DP 28ft NS RS L$,AR,3.9,SE,St Joe,POINT(-92.761 35.987)
-90.727,35.171,VILL,Village Creek State Park,SP,870.238.9406,all year,,,,E DP DW SH RS,AR,5,SE,Wynne,POINT(-90.727 35.171)
-94.063,35.486,VINE,Vine Prairie,COE,501.997.8122,,,,,E DP NS NR L$,AR,1.2,SW,Mulberry,POINT(-94.063 35.486)
-94.016,36.219,WAR,War Eagle - Beaver Lake,COE,479.636.1210,,,26,,E DP DW SH NR,AR,6.7,E,Springdale,POINT(-94.016 36.219)
-93.531,34.65,WASH,Washita - Lake Ouachita,COE,,,unknown facil,,,NH ND NS NR N$,AR,3.1,S,Story,POINT(-93.531 34.65)
-93.658,35.107,WAVE,Waveland - Blue Mountain Lake,COE,479.947.2102,early mar-late oct,,51,,WE DP FT DW SH RS,AR,2,SW,Waveland,POINT(-93.658 35.107)
-94.059,33.761,WHICH,White Cliffs - Millwood Lake,COE,870.898.3343,,,18,,NH ND VT NS NR,AR,11.5,SW,Mineral Springs,POINT(-94.059 33.761)
-93.117,33.689,WHIT,White Oak Lake State Park,SP,870.685.2748,all year,,,,E DP 55ft DW SH RS L$,AR,2.3,SE,Bluff City,POINT(-93.117 33.689)
-93.957,35.691,WHIR,White Rock,NF,479.667.2191/479.964.7200,,,8,2315,NH ND NS NR L$,AR,14.2,N,Mulberry,POINT(-93.957 35.691)
-91.309,33.979,WILB,Wilbur D Mills,COE,870.548.2291,early mar-late oct,,,,E DP DW SH RS,AR,12.3,NE,Dumas,POINT(-91.309 33.979)
-92.138,34.701,WILL,Willow Beach,COE,501.961.1332,all year,,,,WE DP 80ft DW SH RS,AR,2.4,W,Scott,POINT(-92.138 34.701)
-93.733,36.155,WITH,Withrow Springs State Park,SP,479.559.2593,all year,,,,E DP DW SH RS,AR,4.8,N,Huntsville,POINT(-93.733 36.155)
-93.633,35.674,WOLF,Wolf Pen,NF,479.754.2864/479.964.7200,,,21,,NH ND NS NR,AR,3.6,W,Oark,POINT(-93.633 35.674)
-92.175,36.295,WOOD,Woods Pt,,,,,,,NH DP,AR,11.8,E,Mountain Home,POINT(-92.175 36.295)
-92.285,35.281,WOOL,Woolly Hollow State Park,SP,501.679.2098,all year,,,,E DP DW SH RS L$,AR,6.6,NE,Greenbrier,POINT(-92.285 35.281)
-82.146,27.781,ALAF,Alafia River State Park,SP,813.672.5320,all year,,,,E DP 55ft SH RS PA,FL,5.1,S,Lithia,POINT(-82.146 27.781)
-81.578,29.079,ALEX,Alexander Springs,NF,352.669.3153/850.523.8500,all year,,181,,NH DP DW SH RS PA,FL,8.9,NE,Altoona,POINT(-81.578 29.079)
-81.286,29.881,ANAS,Anastasia State Park,SP,904.461.2033,all year,,139,,E DP 40ft DW SH RS PA,FL,1.9,SE,Saint Augustin,POINT(-81.286 29.881)
-81.447,27.705,ARBU,Arbuckle - Lake Wales Ridge SF,SF,863.635.7801,,,,,NR,FL,5.8,SE,Frostproof,POINT(-81.447 27.705)
-81.36,27.688,AVON,Avon Park AF Range  Military,MIL,863.452.4254,,military only - do not use our lat/lon - contact them for directions and info,40,,DP DW RS L$,FL,11,NE,Avon Park,POINT(-81.36 27.688)
